32.536382,86.64449,12779
30.659218,87.746067,99823
31.87067,85.405456,152451
33.015893,87.127148,52599
33.977448,86.567246,142334
32.101759,85.717261,80348
31.751667,86.681969,45243
33.771706,85.822513,169367
32.917943,85.391812,84336
34.069515,85.654242,100223
32.85406,86.726628,107020
31.991008,88.248887,162075
31.685521,87.818624,92040
33.267809,85.862051,160277
33.671981,85.516109,30820
31.402183,85.989201,148146
34.703112,87.801457,53707
31.428293,86.992029,73777
32.931445,86.243482,173551
31.243987,86.448721,103893
31.732826,86.319222,73208
34.131923,86.869267,130867
31.430654,85.609476,48325
32.33354,87.114356,70722
34.460929,85.803992,80656
32.597229,86.142739,133668
31.121748,87.168429,108119
34.047638,86.03442,71226
33.732249,87.752049,102842
34.441988,87.842815,75839
31.090866,85.824346,27327
32.844497,87.964201,117152
32.752796,87.623061,73368
31.516978,85.239971,94149
31.158193,85.296398,80619
34.763522,85.9774,133941
33.553444,86.896536,150321
33.787085,88.087431,84171
34.904122,87.650997,143959
34.529776,87.321865,124001
32.604064,85.353048,11068
34.810239,86.9814,85137
32.147888,86.650586,152293
32.387027,85.692887,118969
34.764238,86.55108,114293
32.247591,87.791091,84573
34.138219,87.881551,58525
34.309564,86.321668,80563
30.684573,88.196568,144907
31.580332,87.383266,97046
32.203651,86.203831,150859
34.454484,86.846402,88865
32.639005,87.293827,48690
33.296809,88.096878,164894
31.798726,85.941997,27037
33.296475,85.464068,119778
32.289811,85.18698,52293
33.712963,86.315663,72743
33.262937,86.678104,168414
32.597481,88.200057,78098
33.369277,86.175805,129810
32.863369,85.799553,103128
33.290202,87.52286,71226
33.791571,87.301092,109492
31.406974,88.202078,143465
31.99033,87.302205,32908
34.155888,87.364147,87967
55.243722,161.950749,20370
51.959447,178.338813,48880
61.177549,149.274354,121617
60.928916,160.15335,81875
58.731373,156.986612,169299
63.682732,150.026719,140649
59.824816,158.602233,148054
64.690832,146.599867,120735
59.099905,135.578102,144463
58.076434,135.1851,32224
58.3727,134.178781,50937
60.366373,152.321973,108956
55.449938,131.106685,136377
57.553611,153.630911,90001
58.205065,156.705188,94480
62.182174,149.407974,152769
64.783686,164.188912,63070
69.449343,153.47283,134096
67.005066,160.021086,49792
56.639612,133.527996,179284
55.415683,132.875734,136917
57.142509,135.332624,62656
59.575097,135.335418,60446
63.864997,143.218628,25912
61.34984,145.023141,78914
62.283174,163.19095,118877
56.279121,132.040326,126799
59.999083,140.239593,94893
65.376131,151.576855,123828
35.385845,109.493747,82632
31.881793,109.75412,87528
35.829692,111.773728,117507
33.789618,110.81187,102865
32.931828,109.87831,110528
33.238872,109.242323,26981
33.727625,114.038793,49592
33.346541,112.495534,118483
35.717705,113.749689,86779
35.390934,110.320908,53735
