32.536382,86.64449,4277903
30.659218,87.746067,117746
31.87067,85.405456,2221539
33.015893,87.127148,2989760
33.977448,86.567246,3998484
32.101759,85.717261,3452084
31.751667,86.681969,5107644
33.771706,85.822513,7389961
32.917943,85.391812,1516083
34.069515,85.654242,4950303
32.85406,86.726628,2239211
31.991008,88.248887,376920
31.685521,87.818624,2065414
33.267809,85.862051,561790
33.671981,85.516109,2711295
31.402183,85.989201,5960928
34.703112,87.801457,3232538
31.428293,86.992029,9301120
32.931445,86.243482,6769029
31.243987,86.448721,4652271
31.732826,86.319222,126413
34.131923,86.869267,4701677
31.430654,85.609476,73227
32.33354,87.114356,2903581
34.460929,85.803992,4497476
32.597229,86.142739,1986305
31.121748,87.168429,3484123
34.047638,86.03442,1821000
33.732249,87.752049,3291324
34.441988,87.842815,702916
31.090866,85.824346,646518
32.844497,87.964201,6477837
32.752796,87.623061,3725489
31.516978,85.239971,219219
31.158193,85.296398,3421276
34.763522,85.9774,2452121
33.553444,86.896536,3923820
33.787085,88.087431,3445516
34.904122,87.650997,1709549
34.529776,87.321865,2315839
32.604064,85.353048,1791717
34.810239,86.9814,2778919
32.147888,86.650586,6903087
32.387027,85.692887,1571540
34.764238,86.55108,4618310
32.247591,87.791091,1842971
34.138219,87.881551,3307096
34.309564,86.321668,3594413
30.684573,88.196568,8097571
31.580332,87.383266,2325494
32.203651,86.203831,5043330
34.454484,86.846402,2192618
32.639005,87.293827,7368840
33.296809,88.096878,994610
31.798726,85.941997,309349
33.296475,85.464068,5237497
32.289811,85.18698,2069157
33.712963,86.315663,1637044
33.262937,86.678104,987285
32.597481,88.200057,422888
33.369277,86.175805,1433847
32.863369,85.799553,4053454
33.290202,87.52286,1127694
33.791571,87.301092,2130023
31.406974,88.202078,8994672
31.99033,87.302205,1079624
34.155888,87.364147,768995
55.243722,161.950749,5500313
51.959447,178.338813,5458096
61.177549,149.274354,3449704
60.928916,160.15335,824791
58.731373,156.986612,6980345
63.682732,150.026719,570004
59.824816,158.602233,823238
64.690832,146.599867,1192449
59.099905,135.578102,2764996
58.076434,135.1851,2059147
58.3727,134.178781,8289713
60.366373,152.321973,681889
55.449938,131.106685,1530079
57.553611,153.630911,895768
58.205065,156.705188,6081596
62.182174,149.407974,4876613
64.783686,164.188912,4416569
69.449343,153.47283,7359251
67.005066,160.021086,3146022
56.639612,133.527996,3339090
55.415683,132.875734,78072
57.142509,135.332624,3815988
59.575097,135.335418,6285096
63.864997,143.218628,133702
61.34984,145.023141,8480733
62.283174,163.19095,2309854
56.279121,132.040326,2703541
59.999083,140.239593,4072219
65.376131,151.576855,3399736
35.385845,109.493747,2948332
31.881793,109.75412,3534172
35.829692,111.773728,7814128
33.789618,110.81187,8192077
32.931828,109.87831,889451
33.238872,109.242323,2518849
33.727625,114.038793,1993288
33.346541,112.495534,228169
35.717705,113.749689,708960
35.390934,110.320908,3235282
32.128237,111.783018,1891792
